MainKey	Rank	FilterIn	FilterOut	ActionVar	Likelihood	Prompt	YearStart	YearEnd	DateIn	UserIn	DateOut	UserOut	Comments	NoApplyForDT	AddResultInDT
020OrderingIssue	0010	arr[hy]*?the?mi?as?\b	ARRHYTHMIA				2023	9999	25/07/2023	PH			Common misspelling (needs to come first to avoid an incorrect fix for '-emai-		
020OrderingIssue	0020	\bleft-	LEFT 				2023	9999	25/07/2023	PH			Replace dash with space		
020OrderingIssue	0030	\bright-	RIGHT 				2023	9999	25/07/2023	PH			Replace dash with space		
030FirstFix	0040	&	AND				2023	9999	30/11/2023	PH			&'s just increase confusion (experimental)		
030FirstFix	0050	\(?type[-\s]?(one|i|l)\)?	TYPE 1				2023	9999	25/07/2023	PH			"All ""type 1""-related terms go to the number 1, including if in brackets. May cause side-effects"		
030FirstFix	0060	\(?type[-\s]?(2|two|ii|ll|11|1i|1l)\)?	TYPE 2				2023	9999	25/07/2023	PH			"All ""type 2""-related terms go to the number 2, including if in brackets. May cause side-effects"		
030FirstFix	0070	\bt2\b	TYPE 2				2023	9999	06/10/2023	PH			Common abbreviation		
030FirstFix	0080	\ba(cc)?quired\b	ACQUIRED				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0090	\ba?ei?tr?[eio]+logy\b	AETIOLOGY				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0100	\baneur[isy]+m\b	ANEURYSM				2023	9999	21/11/2023	PH			Common misspelling		
030FirstFix	0110	"\bap[aeno]{2,4}\b"	APNOEA				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0120	\bathero?sc?[il][eo]ro[st]i[cs]\b	ATHEROSCLEROSIS				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0130	\bat?r[ai]*l\b	ATRIAL				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0140	\bbilary\b	BILARY				2023	9999	18/10/2023	PH			Common misspelling		
030FirstFix	0150	\bbrian\b	BRAIN				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0160	\bbronchi[ae]c?t[aeo]sis\b	BRONCHIECTASIS				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0170	\bcardio.pulmonary\b	CARDIOPULMONARY				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0180	\bcardio.renal\b	CARDIORENAL				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0190	\bcardio.respiratory\b	CARDIORESPIRATORY				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0200	\bcardio.vascular\b	CARDIOVASCULAR				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0210	\bcere?bro[-\s]+vascular\b	CEREBROVASCULAR				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0220	\bch(ro|or)i?[mn]ic?\b	CHRONIC				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0230	\bdemetia\b	DEMENTIA				2023	9999	30/11/2023	PH			Common misspelling		
030FirstFix	0240	\bdependance\b	DEPENDENCE				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0250	\bdependant\b	DEPENDENT				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0260	\bdiabet[ie]*s\b	DIABETES				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0270	"\bd[aeius]{4,6}e\b"	DISEASE				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0280	\be(s?cher[isch]*?ia)?.?-? ?coli\b	E COLI				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0290	\bend-stage\b	END STAGE				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0300	\bfascitis\b	FASCIITIS				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0310	\bfibr[iu]ll?[ai]+tion\b	FIBRILLATION				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0320	\bgastro[ -]intestinal\b	GASTROINTESTINAL				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0330	\bhemo	HAEMO				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0340	\bhypertention\b	HYPERTENSION				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0350	\bideopathic\b	IDIOPATHIC				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0360	\binfr?a[cr]*t(ion)?\b	INFARCTION				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0370	\binterstit?al\b	INTERSTITIAL				2023	9999	28/07/2023	PH			Common misspelling		
030FirstFix	0380	\bintra.cerebral\b	INTRACEREBRAL				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0390	"\bisc?h?[ae]{0,2}mic\b"	ISCHAEMIC				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0400	\blymph[eo]dema\b	LYMPHOEDEMA				2023	9999	06/10/2023	PH			Common misspelling		
030FirstFix	0410	"\bme[eil]{1,4}t[aiu]{0,1}[as]\b"	MELLITUS				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0420	\bmy[ae]*sth[ae]*nia\b	MYAESTHENIA				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0430	\bnecrotizing\b	NECROTISING				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0440	\bneurone\b	NEURON				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0450	\b[oe]dema\b	OEDEMA				2023	9999	19/10/2023	PH			Common misspelling		
030FirstFix	0460	\besophagus\b	OESOPHAGUS				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0470	\bpe?n[eiu]+monia\b	PNEUMONIA				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0480	\bpolyangitis\b	POLYANGIITIS				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0490	\bsever\b	SEVERE				2023	9999	26/07/2023	PH			Common misspelling		
030FirstFix	0500	\bstoke?\b	STROKE				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0510	\bsyn?dro?me?\b	SYNDROME				2023	9999	25/07/2023	PH			Common misspelling		
030FirstFix	0520	\btumor\b	TUMOUR				2023	9999	11/10/2023	PH			Common misspelling		
030FirstFix	0530	\bunknow\b	UNKNOWN				2023	9999	06/09/2023	PH			Common misspelling		
030FirstFix	0540	cytopaenia\b	CYTOPENIA				2023	9999	25/07/2023	PH			Common misspelling (can appear at the end of a longer word)		
030FirstFix	0550	\bintercerebral\b	INTRACEREBRAL				2023	9999	04/10/2023	PH			Common misspelling (intercerebral doesn't make sense)		
030FirstFix	0560	\bintercranial\b	INTRACRANIAL				2023	9999	18/10/2023	PH			Common misspelling (intercranial doesn't make sense)		
030FirstFix	0570	\bfri?a?i?li?t?y\b	FRAILTY				2023	9999	25/07/2023	PH			Common misspelling. Monitor for side-effects		
030FirstFix	0580	"\b\(?chronic,? Obstruc?ti(on|ve),? pulmonary?,? disease?\)?"	COPD				2023	9999	25/07/2023	PH			Consolidate on a single term		
030FirstFix	0590	\bleft\ssided?\b	LEFT				2023	9999	25/07/2023	PH			Discard unnecessary 'sided'. Assumption needs validating		
030FirstFix	0600	\bright\ssided?\b	RIGHT				2023	9999	25/07/2023	PH			Discard unnecessary 'sided'. Assumption needs validating		
030FirstFix	0610	\(?non\s?-?\s?industrial\)?					2023	9999	28/07/2023	PH			Doesn't provide more information than the base term it qualifies		
030FirstFix	0620	\(?joint( causes?( of death)?)?\)?					2023	9999	16/11/2023	PH			Doesn't provide more information than the base terms it qualifies		
030FirstFix	0630	\(?non.?occupational\)?					2023	9999	04/09/2023	PH			Doesn't provide more information than the base terms it qualifies		
030FirstFix	0640	\bestablished\b					2023	9999	25/10/2023	PH			Established has no meaning for us		
030FirstFix	0650	\bischaemic and ([a-z]+) heart disease\b	"ISCHAEMIC HEART DISEASE, $1 HEART DISEASE"				2023	9999	18/10/2023	PH			Expanding common phrase		
030FirstFix	0660	"^ischaemic, hypertensive and valvular heart disease\b"	"ISCHAEMIC HEART DISEASE, HYPERTENSIVE HEART DISEASE, VALVULAR HEART DISEASE"				2023	9999	30/08/2023	PH			Expanding common phrase		
